,0
5388,95380097
5389,58855958
5390,70423825
5391,126367093
5392,25871772
5393,66753472
5394,119987597
5395,38445026
5396,102762932
5397,124296431
5398,16399657
5399,30774403
5400,131432777
5401,74839019
5402,29120754
5403,38482334
5404,53771905
5405,5488803
5406,25194766
5407,173223276
5408,80578338
5409,30908066
5410,33105616
5411,61094204
5412,152390339
5413,6418520
5414,7468598
5415,92027450
5416,118148441
5417,15018391
5418,147337889
5419,80534261
5420,37447932
5421,176652168
5422,1286421
5423,1743294
5424,49837058
5425,8855497
5426,11705564
5427,210288472
5428,170461828
5429,55259036
5430,109513117
5431,148561479
5432,38440277
5433,48932805
5434,81511394
5435,140669468
5436,36691712
5437,86187668
5438,52095592
5439,83630898
5440,203883538
5441,13504502
5442,146718782
5443,5213921
5444,4791055
5445,3503976
5446,13717275
5447,4587654
5448,3205764
5449,15754990
5450,8082220
5451,6971510
5452,1596798
5453,898135
5454,14203315
5455,21498350
5456,27155400
5457,16715680
5458,24498040
5459,10745593
5460,21380872
5461,32520075
5462,21378101
5463,23917574
5464,28137145
5465,29326594
5466,20928928
5467,31516762
5468,17298167
5469,24970833
5470,20160701
5471,14246441
5472,40950119
5473,89921
5474,36548960
5475,43473375
5476,60381385
5477,39427779
5478,65046120
5479,54941568
5480,28579865
5481,31863720
5482,54387273
5483,30187760
5484,64283829
5485,32683562
5486,6009589
5487,10225786
5488,40390894
5489,72321621
5490,62194457
5491,38573752
5492,31163218
5493,70013702
5494,9735957
5495,84092839
5496,330959
5497,64793408
5498,64655910
5499,12747748
5500,112936572
5501,43084391
5502,95612073
5503,108974175
5504,68546129
5505,109610247
5506,27012558
5507,5377223
5508,2467880
5509,5268089
5510,23685387
5511,37909011
5512,118795886
5513,65229411
5514,22937455
5515,114721944
5516,67306266
5517,106761348
5518,19264709
5519,48662088
5520,49137408
5521,141375818
5522,102047619
5523,142230607
5524,47400996
5525,48450157
5526,15526608
5527,149679411
5528,69352087
5529,33767346
5530,20419626
5531,72262494
5532,10740809
5533,83397290
5534,164144988
5535,7867020
5536,27994356
5537,15793942
5538,31163753
5539,148987920
5540,72514246
5541,5939791
5542,33533468
5543,39379404
5544,37119750
5545,50593123
5546,50810882
5547,187516641
5548,170675173
5549,180544013
5550,47882009
5551,1015765
5552,216375650
5553,214671198
5554,97584597
5555,179039408
5556,27196531
5557,111554941
5558,34558340
5559,165377749
5560,220863444
5561,191687486
5562,56835187
5563,222419010
5564,83021184
5565,261111992
5566,134511864
5567,8626933
5568,24748849
5569,200893727
5570,215961280
5571,132168056
5572,262231977
5573,22001551
5574,198458337
5575,5147211
5576,5940620
5577,2882315
5578,5792369
5579,2806241
5580,7662698
5581,8732047
5582,3973381
5583,1730849
5584,12737081
5585,5917530
5586,12678551
5587,22812565
5588,18082996
5589,29088887
5590,47082159
5591,21848849
5592,27351703
5593,47445447
5594,49149102
5595,33231853
5596,65077519
5597,7639013
5598,66002147
5599,79208416
5600,52354418
5601,59866770
5602,9710897
5603,93786227
5604,119103240
5605,25754648
5606,159729417
5607,134008165
5608,23447906
5609,259238320
5610,86422966
5611,25821142
5612,22060568
5613,30609809
5614,112072821
5615,8361802
5616,35821331
5617,14689971
5618,30564190
5619,40991172
5620,16770013
5621,75262828
5622,39970787
5623,20678332
5624,15749512
5625,19903423
5626,42025355
5627,112474599
5628,28719945
5629,10122629
5630,1788367
5631,1690985
5632,28266367
5633,39219772
5634,54859794
5635,122311297
5636,24819035
5637,77194669
5638,130421714
5639,46787862
5640,106006597
5641,33096584
5642,78387505
5643,132985036
5644,36992016
5645,151327345
5646,42817398
5647,133999090
5648,39385895
5649,88767704
5650,214408548
5651,13847583
5652,55371749
5653,95686376
5654,38759939
5655,260109916
5656,136521287
5657,20059332
5658,193287356
5659,56317860
5660,29226890
5661,35200881
5662,266338915
5663,1516224
5664,2263162
5665,6926612
5666,1239176
5667,6930548
5668,1140561
5669,4426753
5670,3050490
5671,5715000
5672,1631954
5673,8092112
5674,7836142
5675,2750608
5676,13134032
5677,13606573
5678,9683039
5679,12308767
5680,9909593
5681,14192392
5682,10065574
5683,16538323
5684,13852449
5685,11699033
5686,16236105
5687,6480989
5688,13874298
5689,7019797
5690,8997756
5691,8067574
5692,692548
5693,18911429
5694,6022643
5695,4307155
5696,23366609
5697,27939968
5698,21679343
5699,1352751
5700,6358829
5701,30126686
5702,27336310
5703,28693904
5704,10380213
5705,29727447
5706,23434171
5707,24008491
5708,33125428
5709,8797079
5710,28857281
5711,37601441
5712,32923901
5713,28724866
5714,17706677
5715,2179176
5716,33529147
5717,34349039
5718,29766226
5719,1515636
5720,16448009
5721,41378048
5722,32342385
5723,59192888
5724,5477755
5725,9626953
5726,36072680
5727,62392494
5728,18700490
5729,8065981
5730,69127544
5731,5115671
5732,38248899
5733,59057133
5734,12494520
5735,73195811
5736,9503099
5737,52140313
5738,87918003
5739,6067192
5740,47108714
5741,17791549
5742,87601550
5743,65538972
5744,69476959
5745,23503281
5746,10603715
5747,120473070
5748,71844239
5749,79879743
5750,116145419
5751,31855714
5752,31411829
5753,100780503
5754,127051727
5755,29366381
5756,45838504
5757,30812107
5758,92779769
5759,28202447
5760,93560344
5761,130973880
5762,19571008
5763,6208294
5764,100643435
5765,15517096
5766,48796290
5767,6173666
5768,137729899
5769,144067711
5770,56319480
5771,13426846
5772,147356866
5773,146769270
5774,138000780
5775,113268206
5776,43487725
5777,25906810
5778,127850844
5779,179329211
5780,107555176
5781,48604224
5782,191586096
5783,189101017
5784,12116572
5785,92655267
5786,52580800
5787,14975465
5788,3245075
5789,206545502
5790,145255206
5791,40642313
5792,151020261
5793,43547360
5794,82554205
5795,124916866
5796,51407711
5797,126614745
5798,43189699
5799,231469097
5800,36552544
5801,160341660
5802,64015290
5803,28697755
5804,121250794
5805,216878546
5806,1199005
5807,5324383
5808,3783172
5809,6688859
5810,5416115
5811,5941769
5812,4718991
5813,3689838
5814,2677868
5815,1481499
5816,4890658
5817,13214004
5818,16680769
5819,2910158
5820,8208939
5821,79994
5822,17823923
5823,897738
5824,11411984
5825,18048387
5826,16485276
5827,19485782
5828,1333303
5829,4600686
5830,1526230
5831,14632622
5832,16993976
5833,4732898
5834,2397776
5835,11405602
5836,24714070
5837,31184253
5838,15930062
5839,28175941
5840,13517976
5841,828973
5842,202477
5843,17693891
5844,20144824
5845,26458892
5846,30278385
5847,27548659
5848,27859169
5849,6959174
5850,125810
5851,5384035
5852,7403963
5853,31467670
5854,16496850
5855,17670057
5856,13856056
5857,20882291
5858,42457886
5859,34519604
5860,34532000
5861,36169268
5862,34702767
5863,35333990
5864,21245698
5865,50472281
5866,31548978
5867,65544655
5868,53920303
5869,52089184
5870,39168415
5871,60003030
5872,64357947
5873,52982506
5874,71264470
5875,30242276
5876,38749392
5877,17461687
5878,1567508
5879,65688582
5880,15575057
5881,7460968
5882,36677184
5883,8933213
5884,11191363
5885,13424376
5886,5678196
5887,75243066
5888,19166457
5889,15591724
5890,44909294
5891,70836392
5892,95440001
5893,75118201
5894,97702381
5895,93024152
5896,7709657
5897,1970307
5898,91484644
5899,112278101
5900,108357833
5901,101707177
5902,54659097
5903,54866009
5904,92069327
5905,58306389
5906,51622725
5907,57039090
5908,12724122
5909,136669269
5910,90098229
5911,5527772
5912,116706487
5913,30372752
5914,152764683
5915,3200218
5916,172816864
5917,178122921
5918,82070608
5919,163617147
5920,66523371
5921,13878075
5922,130036269
5923,130012940
5924,118494740
5925,135875389
5926,187084016
5927,72853771
5928,107846073
5929,32914940
5930,150925829
5931,59172596
5932,3608006
5933,8324830
5934,61698528
5935,20242698
5936,200499166
5937,7412513
5938,19851244
5939,21343294
5940,30509482
5941,247930537
5942,10860107
5943,123482767
5944,37380945
5945,164534484
5946,36830437
5947,7076646
5948,7233946
5949,7343780
5950,3472881
5951,3349939
5952,5519374
5953,11559113
5954,13630026
5955,7327599
5956,10290938
5957,6448080
5958,7815588
5959,4496446
5960,2110942
5961,1102177
5962,7222084
5963,16531237
5964,12426013
5965,19191272
5966,7291357
5967,21702314
5968,28453795
5969,22433055
5970,25431290
5971,30152190
5972,19311361
5973,25534122
5974,24048126
5975,9539442
5976,30631341
5977,28460402
5978,32141200
5979,6234539
5980,10558866
5981,11735558
5982,15012005
5983,33788267
5984,34221756
5985,43152484
5986,6949420
5987,11777274
5988,2240107
5989,45398471
5990,9489396
5991,54499489
5992,26445155
5993,54798427
5994,71652812
5995,64294638
5996,41142217
5997,28242669
5998,33684103
5999,20086686
6000,11170093
6001,22110503
6002,11034662
6003,25120686
6004,53582124
6005,1765358
6006,75144314
6007,71884010
6008,36852071
6009,52078862
6010,8520946
6011,2039940
6012,43627976
6013,19069933
6014,108243584
6015,60702269
6016,53185987
6017,123396529
6018,40400585
6019,136642546
6020,41065786
6021,105822011
6022,143581336
6023,180007876
6024,171268626
6025,151629670
6026,169846108
6027,99181502
6028,165038333
6029,4356832
6030,171604138
6031,165689388
6032,227013
6033,62780180
6034,80388136
6035,201152570
6036,13459913
6037,12053668
6038,13551863
6039,13155047
6040,11379515
6041,10912576
6042,28693120
6043,29376391
6044,13228900
6045,33156431
6046,34789619
6047,25625889
6048,37826074
6049,680682
6050,12046176
6051,311448
6052,7977846
6053,67579916
6054,35657710
6055,92154823
6056,50164411
6057,72698136
6058,16287543
6059,6912640
6060,8601486
6061,44544440
6062,179667049
6063,32135223
6064,113102797
6065,214441605
6066,104014890
6067,198547586
6068,11862572
6069,36801007
6070,2392614
6071,29919689
6072,53945354
6073,3904415
6074,7068873
6075,16954397
6076,415648
6077,6293666
6078,278128
6079,80719917
6080,37556601
6081,29951913
6082,47955360
6083,15264630
6084,43596951
6085,6452540
6086,36462395
6087,110296977
6088,13922216
6089,46698464
6090,3149792
6091,66474374
6092,89051108
6093,141769080
6094,28527694
6095,22684383
6096,152371368
6097,169154610
6098,1422812
6099,56290959
6100,40077635
6101,40377322
6102,109747066
6103,35798041
6104,38605553
6105,8284336
6106,215645988
6107,36857998
6108,259261502
6109,3599289
6110,21193256
6111,53864070
6112,159944
6113,86032852
6114,23578106
6115,141051893
6116,65714720
6117,119273038
6118,55781048
6119,9795237
6120,90786613
6121,115808976
6122,59176751
6123,44081071
6124,27286031
6125,36652829
6126,10641765
6127,36309309
6128,88087955
6129,6199231
6130,2926385
6131,3648468
6132,5141491
6133,7610785
6134,7288474
6135,6686592
6136,8522947
6137,7201873
6138,141040
6139,15933799
6140,17052346
6141,8114757
6142,10526549
6143,1749915
6144,8211527
6145,17722916
6146,16968620
6147,17314114
6148,8686924
6149,17439661
6150,11218881
6151,18372910
6152,23225295
6153,15116618
6154,12978528
6155,32009041
6156,15902460
6157,31858521
6158,22686403
6159,19188891
6160,27346483
6161,19404967
6162,6587196
6163,2370084
6164,8153296
6165,26281070
6166,24689409
6167,7822256
6168,27421659
6169,23908629
6170,29983242
6171,25288076
6172,6961119
6173,18676661
6174,121601973
6175,61284744
6176,96032123
6177,115355603
6178,9096980
6179,6422275
6180,102231837
6181,14909758
6182,30856969
6183,4371041
6184,138583492
6185,56856275
6186,117255093
6187,135913590
6188,94904904
6189,141253979
6190,133047857
6191,84762081
6192,48345800
6193,143828488
6194,195939231
6195,71316462
6196,208703462
6197,217454302
6198,219394547
6199,47496227
6200,249706304
6201,95892350
6202,11029035
6203,2797449
6204,7067405
6205,222190
6206,825171
6207,7823175
6208,4387522
6209,2428176
6210,6079955
6211,7076439
6212,18710694
6213,4910562
6214,3693986
6215,8293601
6216,31608574
6217,32436862
6218,1755484
6219,17053775
6220,35629172
6221,36469254
6222,26692122
6223,1032492
6224,35928340
6225,14891161
6226,59617148
6227,47630245
6228,47005664
6229,70222861
6230,12649392
6231,4112884
6232,65344308
6233,51458233
6234,54667994
6235,93919749
6236,56573472
6237,47418150
6238,44885952
6239,17074589
6240,55303969
6241,126012515
6242,130683695
6243,9292402
6244,11844052
6245,39068514
6246,165883183
6247,40975965
6248,208948693
6249,191264486
6250,71181750
6251,5762436
6252,17443713
6253,16843147
6254,15654437
6255,16601000
6256,3272978
6257,134546
6258,19773892
6259,19600116
6260,11114943
6261,25880298
6262,19897772
6263,2692248
6264,6404680
6265,37105851
6266,16369314
6267,5198384
6268,39471091
6269,23412255
6270,40463862
6271,8913805
6272,33954528
6273,25705706
6274,17717932
6275,119099756
6276,119956245
6277,118344365
6278,38850093
6279,116808087
6280,25318974
6281,48531238
6282,118312003
6283,124496185
6284,112804765
6285,16077145
6286,29694848
6287,6313040
6288,21893978
6289,62426903
6290,20897537
6291,5282858
6292,6217735
6293,7082943
6294,2299592
6295,19973650
6296,31460858
6297,15847317
6298,35558183
6299,2083165
6300,21153582
6301,21336327
6302,27485395
6303,1717746
6304,34199791
6305,35497362
6306,12874198
6307,33504296
6308,13826003
6309,15172837
6310,7305049
6311,26144296
6312,22139291
6313,41209006
6314,64204834
6315,2554531
6316,71209246
6317,60098713
6318,50311641
6319,2126294
6320,73071117
6321,47890260
6322,109133024
6323,23706498
6324,37130686
6325,533306
6326,125790827
6327,117601072
6328,107725762
6329,118772432
6330,825049
6331,166316755
6332,84722097
6333,122750784
6334,11786523
6335,256228817
6336,65764560
6337,5710131
6338,4143877
6339,4813158
6340,9286793
6341,4327567
6342,11175703
6343,8199007
6344,5797280
6345,3902651
6346,10552971
6347,11947160
6348,16712010
6349,67346189
6350,199578457
6351,65219948
6352,58005644
6353,233052099
6354,6508976
6355,143598807
6356,76547364
6357,222415589
6358,4688994
6359,6848202
6360,3254806
6361,7750215
6362,13165385
6363,19607795
6364,8704054
6365,20232511
6366,10379835
6367,31920690
6368,8743200
6369,17640562
6370,42049157
6371,17806285
6372,43206066
6373,7326298
6374,45588570
6375,43453273
6376,66193029
6377,58332953
6378,2249711
6379,9103889
6380,62367202
6381,23020529
6382,54358385
6383,7951283
6384,20624201
6385,85040400
6386,27160899
6387,7080041
6388,33744136
6389,45751569
6390,110468656
6391,167728163
6392,42633144
6393,80733524
6394,170995135
6395,242316728
6396,30541345
6397,151119310
6398,36889066
6399,63904449
6400,144127578
6401,5470967
6402,5606509
6403,5829854
6404,3602296
6405,558095
6406,6276595
6407,12319853
6408,14013524
6409,12317166
6410,9955026
6411,11810947
6412,7042027
6413,23495306
6414,13435816
6415,7699246
6416,37259688
6417,30874658
6418,8593844
6419,9029689
6420,33434409
6421,25081794
6422,12711626
6423,417146
6424,17512190
6425,29589514
6426,4308488
6427,53142970
6428,59484986
6429,6112455
6430,66696166
6431,29893593
6432,31998763
6433,50332017
6434,36663248
6435,67489111
6436,35724027
6437,26273996
6438,2466240
6439,596432
6440,651930
6441,27556436
6442,65354315
6443,32921965
6444,26821394
6445,12779520
6446,28828893
6447,85410313
6448,85632831
6449,23823812
6450,21874029
6451,8457132
6452,13449644
6453,14393532
6454,102069637
6455,62935114
6456,55160193
6457,27979675
6458,78811388
6459,102057804
6460,51452530
6461,6634122
6462,24282620
6463,18895628
6464,106572083
6465,18718843
6466,11849773
6467,104828895
6468,115893709
6469,21273810
6470,30050925
6471,52023981
6472,29214396
6473,109465427
6474,131343060
6475,129186359
6476,59261501
6477,12912006
6478,2379730
6479,60924782
6480,55009879
6481,38173094
6482,52657278
6483,151576603
6484,125661267
6485,40828931
6486,78248536
6487,29845242
6488,9946642
6489,158590902
6490,183774288
6491,182686052
6492,155064563
6493,87220526
6494,162933031
6495,137863225
6496,26086258
6497,80422223
6498,14006721
6499,56118210
6500,22115114
6501,15404657
6502,115039931
6503,46881788
6504,47450483
6505,1162479
6506,81499650
6507,58724594
6508,33224107
6509,15098087
6510,12934955
6511,187477513
6512,105593375
6513,101053328
6514,30234015
6515,194755901
6516,89820642
6517,68810444
6518,84743061
6519,210557851
6520,59000084
6521,81866007
6522,61167258
6523,80820285
6524,208768589
6525,57325689
6526,6914440
6527,35468214
6528,15749821
6529,149491141
6530,47790523
6531,91509847
6532,40293911
6533,161881029
6534,10163328
6535,60800639
6536,56357711
6537,73781157
6538,208519110
6539,243195950
6540,58603504
6541,142293864
6542,67670297
6543,34692581
6544,11236807
6545,172351483
6546,22135610
6547,135218766
6548,10837231
6549,169804569
6550,38628650
6551,59508454
6552,102595258
6553,110795818
6554,137668745
6555,115087006
6556,20975167
6557,253986022
6558,135577121
6559,125259014
6560,87198725
6561,22806241
6562,26198335
6563,22763129
6564,41210684
6565,6566857
6566,4463598
6567,6628131
6568,5596311
6569,6032557
6570,297928
6571,10370422
6572,4175881
6573,14570902
6574,3189760
6575,9636389
6576,6602424
6577,2664216
6578,7994359
6579,10213243
6580,22432135
6581,6342873
6582,7967295
6583,27919833
6584,30518475
6585,6240011
6586,25959140
6587,7007567
6588,25479026
6589,20927370
6590,26375075
6591,3985431
6592,28233059
6593,10774025
6594,30014311
6595,3498937
6596,4124431
6597,24455200
6598,23627838
6599,28820808
6600,5978472
6601,12306882
6602,2499653
6603,20343854
6604,43736568
6605,39862124
6606,55569511
6607,20783377
6608,53801064
6609,43857758
6610,19496608
6611,428965
6612,18762556
6613,50718136
6614,18441826
6615,66263270
6616,34300208
6617,56933574
6618,71378867
6619,49471109
6620,67138149
6621,77597945
6622,54751570
6623,29826616
6624,32189481
6625,2085355
6626,1736257
6627,9102357
6628,65750889
6629,90940603
6630,57273264
6631,17239326
6632,99972096
6633,18985409
6634,8290860
6635,21698252
6636,95435432
6637,34786480
6638,64419741
6639,96192024
6640,30308417
6641,42710180
6642,104213884
6643,92566073
6644,40235125
6645,35291054
6646,93284906
6647,5951103
6648,53707346
6649,121489328
6650,32540980
6651,27563194
6652,14646498
6653,121267402
6654,49973094
6655,122631974
6656,111063746
6657,17998650
6658,48143603
6659,105263308
6660,7454932
6661,5048528
6662,23832394
6663,36392923
6664,68593472
6665,69267132
6666,5428758
6667,20248161
6668,27600062
6669,184336349
6670,23535944
6671,21945463
6672,169729905
6673,60684794
6674,175033743
6675,152654615
6676,60796007
6677,28948365
6678,2904822
6679,90958528
6680,9046262
6681,168012903
6682,50410839
6683,70343803
6684,67761028
6685,168279561
6686,10505450
6687,105184845
6688,5884206
6689,35016802
6690,7534495
6691,67103131
6692,185345219
6693,40539472
6694,26631440
6695,3877264
6696,82840313
6697,35151620
6698,84740082
6699,95570106
6700,25769621
6701,218917519
6702,16692560
6703,28624037
6704,37646484
6705,43705731
6706,70693605
6707,85653616
6708,247608772
6709,4769976
6710,17030595
6711,251051667
6712,337326
6713,134887505
6714,105031909
6715,59023857
6716,242362241
6717,246081235
6718,188396967
6719,226506261
6720,30364686
6721,213639441
6722,100004882
6723,13616224
6724,176196084
6725,13835406
6726,6962172
6727,53363508
6728,10921480
6729,1406183
6730,20161353
6731,92650580
6732,101151657
6733,27511341
6734,24014767
6735,74713565
6736,51129670
6737,126158605
6738,146826615
6739,13208860
6740,44537599
6741,63786070
6742,18869039
6743,28362873
6744,10178930
6745,12778162
6746,48410905
6747,61205965
6748,65867914
6749,21910447
6750,206604149
6751,29081143
6752,22965739
6753,19410065
6754,53352651
6755,258063095
6756,68852394
6757,28869276
6758,35739947
6759,4571967
6760,7443015
6761,3050130
6762,21776787
6763,685404
6764,12931294
6765,24332831
6766,18558837
6767,7408097
6768,18231773
6769,8294086
6770,48989953
6771,497896
6772,28784949
6773,45135857
6774,53065206
6775,54019957
6776,42420772
6777,31162804
6778,7580236
6779,49976834
6780,77588828
6781,126966091
6782,105920543
6783,17202673
6784,61378671
6785,34583062
6786,25130477
6787,45231497
6788,99363308
6789,169579798
6790,3514874
6791,10537207
6792,57163736
6793,12725797
6794,9974953
6795,26217057
6796,5561089
6797,189998354
6798,116315807
6799,24275086
6800,2252189
6801,54205494
6802,20119032
6803,200980774
6804,258450104
6805,76643882
6806,11164014
6807,22125928
6808,30261732
6809,93974735
6810,48397061
6811,60796775
6812,175317403
6813,23486592
6814,276403297
6815,39758419
6816,6558832
6817,34969102
6818,47391826
6819,60827994
6820,113822979
6821,103660315
6822,18189604
6823,30727911
6824,136487355
6825,26950821
6826,3662982
6827,60667791
6828,17887549
6829,63835326
6830,89767336
6831,25360328
6832,10363314
6833,60478887
6834,709053
6835,60626348
6836,28849813
6837,47915495
6838,113859214
6839,71356264
6840,91188309
6841,112479443
6842,214900771
6843,3424337
6844,19163127
6845,40401027
6846,4992883
6847,149755892
6848,10103321
6849,7458283
6850,3908728
6851,18801880
6852,8386344
6853,31143895
6854,31281665
6855,9932462
6856,6382920
6857,20849640
6858,1697542
6859,17498755
6860,25850946
6861,5712237
6862,3046618
6863,8017465
6864,16422747
6865,11847147
6866,2121314
6867,30598646
6868,20097228
6869,22572028
6870,267868
6871,63879007
6872,5695123
6873,12450475
6874,110166523
6875,14487290
6876,14496622
6877,989845
6878,13220289
6879,14963188
6880,1710551
6881,16818209
6882,13644796
6883,6131361
6884,22539229
6885,24801999
6886,30500853
6887,21771220
6888,13526576
6889,71727595
6890,70965752
6891,16069134
6892,14969591
6893,30342349
6894,8059211
6895,629279
6896,5204361
6897,8138614
6898,1197384
6899,6105339
6900,11341242
6901,5580724
6902,1897332
6903,665284
6904,14531432
6905,5596308
6906,774358
6907,19194210
6908,5910370
6909,18417179
6910,27151944
6911,2406969
6912,13392282
6913,36313483
6914,5069204
6915,28057706
6916,25121752
6917,16642576
6918,30127088
6919,75989224
6920,109681991
6921,7404150
6922,7743703
6923,13776513
6924,16475902
6925,16137704
6926,14259842
6927,15977801
6928,15861633
6929,21167073
6930,20142195
6931,376304
6932,30002640
6933,29335992
6934,3368742
6935,12641135
6936,3216626
6937,18198379
6938,12922277
6939,18794586
6940,36221688
6941,24390624
6942,33090740
6943,38177506
6944,27242043
6945,3910957
6946,39040778
6947,10834599
6948,19507644
6949,36653665
6950,59036431
6951,3580099
6952,6281405
6953,28450826
6954,14750788
6955,34678344
6956,12967830
6957,673037
6958,13214702
6959,4261739
6960,32034357
6961,34304454
6962,79612158
6963,66628049
6964,12736890
6965,13849071
6966,5954484
6967,229274
6968,1959546
6969,1805217
6970,13387317
6971,15061410
6972,20581669
6973,20018730
6974,33436468
6975,34226081
6976,4124460
6977,37741151
6978,42251370
6979,12725649
6980,4929953
6981,6388305
6982,599949
6983,1436162
6984,3936154
6985,7926778
6986,4922616
6987,9449980
6988,16114899
6989,136913
6990,11406587
6991,11427259
6992,16442590
6993,10013876
6994,20468345
6995,6114562
6996,25849020
6997,3334520
6998,26676126
6999,31804275
7000,27698046
7001,23431877
7002,18239201
7003,15938482
7004,20462301
7005,13110988
7006,27006835
7007,772570
7008,20665425
7009,7032627
7010,29158030
7011,7608999
7012,26856379
7013,13541523
7014,27206319
7015,6927860
7016,20183941
7017,27756948
7018,45554075
7019,44042676
7020,47009112
7021,18890696
7022,7065231
7023,38971929
7024,37238628
7025,9410628
7026,56369491
7027,62430298
7028,2552598
7029,39680667
7030,59632396
7031,3318945
7032,52987418
7033,18941104
7034,3672245
7035,54678049
7036,53489932
7037,59195535
7038,19961753
7039,21649870
7040,72911872
7041,46939711
7042,8851806
7043,22454415
7044,55958921
7045,18369196
7046,13289303
7047,57851343
7048,4770497
7049,2896794
7050,21408354
7051,20407715
7052,2162380
7053,28025320
7054,59448893
7055,5486823
7056,10160932
7057,9037759
7058,34564566
7059,19990890
7060,44041028
7061,11304568
7062,42504401
7063,87945823
7064,56585141
7065,45481125
7066,7319722
7067,105937015
7068,7954058
7069,44292619
7070,44098008
7071,8196303
7072,10209618
7073,3125589
7074,47991482
7075,56281415
7076,112869489
7077,123342449
7078,25827518
7079,33620125
7080,50410382
7081,19583477
7082,92922829
7083,79255754
7084,62657746
7085,2999231
7086,109991881
7087,62299356
7088,12010507
7089,25794845
7090,3716872
7091,15562478
7092,113510764
7093,49669625
7094,103444116
7095,62469158
7096,80753689
7097,48523637
7098,51634756
7099,57603950
7100,58822029
7101,39158859
7102,12564186
7103,115238634
7104,45541163
7105,118276477
7106,169375267
7107,120550536
7108,39867554
7109,34140389
7110,35286961
7111,58146326
7112,5065432
7113,188525339
7114,8443951
7115,46575711
7116,120118682
7117,24947983
7118,25146356
7119,4448338
7120,165871041
7121,6708748
7122,45895227
7123,785043
7124,24778847
7125,108891494
7126,10028219
7127,32132272
7128,166902272
7129,4810877
7130,168370213
7131,77989413
7132,52359594
7133,188034144
7134,10182152
7135,66342920
7136,168163558
7137,58665941
7138,72775234
7139,211703210
7140,167575839
7141,16685311
7142,124032765
7143,129786197
7144,28527241
7145,141391586
7146,162643856
7147,1303795
7148,57810339
7149,41946664
7150,13596564
7151,138283949
7152,239652384
7153,38364578
7154,118554664
7155,16217294
7156,55451926
7157,58887811
7158,31162725
7159,112601246
7160,14944067
7161,190644086
7162,171550081
7163,51007122
7164,28196095
7165,177045546
7166,215427301
7167,119528403
7168,225464202
7169,101551297
7170,20475687
7171,64846842
7172,217172550
7173,27009990
7174,229248689
7175,44168413
7176,70781434
7177,30961768
7178,158249252
7179,4150499
7180,168627280
7181,25617815
7182,218767308
7183,57951155
7184,31252946
7185,127750384
7186,42247841
7187,166815698
7188,192336050
7189,219454258
7190,11714730
7191,77788863
7192,173690406
7193,86125971
7194,120686712
7195,126954144
7196,112573555
7197,6042102
7198,10618649
7199,12319850
7200,1918264
7201,369525
7202,10557655
7203,2832986
7204,2764190
7205,2279323
7206,6165381
7207,803380
7208,90655
7209,15928185
7210,5508516
7211,6228545
7212,20978251
7213,28471806
7214,25643399
7215,27674681
7216,17580283
7217,25405105
7218,26345329
7219,24376451
7220,6550113
7221,1684087
7222,28340980
7223,4051300
7224,24218781
7225,7679701
7226,9531622
7227,13169809
7228,36391252
7229,7800073
7230,17379723
7231,41446074
7232,21662060
7233,24167811
7234,25642016
7235,13102314
7236,51689509
7237,33714888
7238,50845241
7239,33328067
7240,51026444
7241,23666436
7242,26147361
7243,7722288
7244,6715530
7245,27017876
7246,4663951
7247,57853537
7248,66223007
7249,1345255
7250,52325955
7251,76441835
7252,54588573
7253,58988033
7254,47921621
7255,2880693
7256,7351435
7257,50384304
7258,29761849
7259,48239644
7260,33619010
7261,5561870
7262,55177662
7263,2014594
7264,38521526
7265,65002158
7266,56683477
7267,42816055
7268,29434655
7269,104678747
7270,57241939
7271,65885063
7272,22279712
7273,8700817
7274,112521468
7275,66487071
7276,66662490
7277,71895478
7278,23798012
7279,29872335
7280,35591964
7281,66637550
7282,98471313
7283,652567
7284,3558454
7285,44128224
7286,46896946
7287,72355456
7288,51889275
7289,26551838
7290,78598370
7291,6308540
7292,64798032
7293,57714048
7294,113687828
7295,86646778
7296,58965063
7297,43573057
7298,73015146
7299,123013739
7300,46921791
7301,35478209
7302,10738041
7303,16068523
7304,18060486
7305,74381142
7306,12133755
7307,56269442
7308,19138731
7309,107238093
7310,137791072
7311,124135461
7312,20674541
7313,150157982
7314,158454509
7315,3696844
7316,21630650
7317,82520814
7318,60665087
7319,29734247
7320,117009464
7321,105231547
7322,16883001
7323,154426224
7324,1141969
7325,74788252
7326,156848871
7327,117970171
7328,72591924
7329,24729674
7330,56532252
7331,170450465
7332,101539942
7333,179347228
7334,24133772
7335,4323934
7336,57275641
7337,15604993
7338,172159702
7339,4995749
7340,18950053
7341,154322519
7342,179195037
7343,37837189
7344,177502765
7345,57573934
7346,15982110
7347,28785137
7348,57201106
7349,87844497
7350,125441718
7351,160533076
7352,167370870
7353,2874270
7354,147791924
7355,145665661
7356,52961346
7357,8259382
7358,34664487
7359,34959216
7360,141226884
7361,16761040
7362,883542
7363,50876614
7364,44274470
7365,4110175
7366,90438989
7367,15326877
7368,100663331
7369,99869483
7370,149682616
7371,13441987
7372,222627816
7373,26887235
7374,29956385
7375,105095281
7376,59262537
7377,215577062
7378,70847611
7379,237871004
7380,236941554
7381,215809472
7382,118546480
7383,154994413
7384,213130745
7385,60815082
7386,224184690
7387,44018642
7388,81568630
7389,97629006
7390,136498784
7391,53826295
7392,219200597
7393,118910524
